Publication_Name,Country,Website,Google_Search,Isr_Cov_Actual
La Presse,Canada,https://www.lapresse.ca,https://www.google.com/search?q=site:https://www.lapresse.ca+Israel,
La Razón,Bolivia,https://www.la-razon.com,https://www.google.com/search?q=site:https://www.la-razon.com+Israel,
La Repubblica,Italy,https://www.repubblica.it,https://www.google.com/search?q=site:https://www.repubblica.it+Israel,
La Republica,Peru,https://www.larepublica.pe,https://www.google.com/search?q=site:https://www.larepublica.pe+Israel,
La República,Peru,https://www.larepublica.pe,https://www.google.com/search?q=site:https://www.larepublica.pe+Israel,
La República,Uruguay,https://www.larepublica.com.uy,https://www.google.com/search?q=site:https://www.larepublica.com.uy+Israel,
La Tercera,Chile,https://www.latercera.com,https://www.google.com/search?q=site:https://www.latercera.com+Israel,
La Tribuna,Honduras,https://www.latribuna.hn,https://www.google.com/search?q=site:https://www.latribuna.hn+Israel,
La Vanguardia,Spain,https://www.lavanguardia.com,https://www.google.com/search?q=site:https://www.lavanguardia.com+Israel,
Lapresse Canada,Canada,https://www.lapresse.ca,https://www.google.com/search?q=site:https://www.lapresse.ca+Israel,
Latvijas Avize,Latvia,https://www.la.lv,https://www.google.com/search?q=site:https://www.la.lv+Israel,
LBCI News,Lebanon,https://www.lbcgroup.tv,https://www.google.com/search?q=site:https://www.lbcgroup.tv+Israel,
Le Devoir,Canada,https://www.ledevoir.com,https://www.google.com/search?q=site:https://www.ledevoir.com+Israel,
Le Figaro,France,https://www.lefigaro.fr,https://www.google.com/search?q=site:https://www.lefigaro.fr+Israel,
Le Matin,Morocco,https://lematin.ma,https://www.google.com/search?q=site:https://lematin.ma+Israel,
Le Monde Afrique,France,https://www.lemonde.fr/afrique,https://www.google.com/search?q=site:https://www.lemonde.fr/afrique+Israel,
Le Monde Diplomatique,France,https://mondediplo.com,https://www.google.com/search?q=site:https://mondediplo.com+Israel,
Le Monde,France,https://www.lemonde.fr,https://www.google.com/search?q=site:https://www.lemonde.fr+Israel,
Le Soir,Belgium,https://www.lesoir.be,https://www.google.com/search?q=site:https://www.lesoir.be+Israel,
Le Temps,Switzerland,https://www.letemps.ch,https://www.google.com/search?q=site:https://www.letemps.ch+Israel,
Lenta.ru,Russia,https://lenta.ru,https://www.google.com/search?q=site:https://lenta.ru+Israel,
Les Dépêches de Brazzaville,Congo,https://www.lesdepechesdebrazzaville.fr,https://www.google.com/search?q=site:https://www.lesdepechesdebrazzaville.fr+Israel,
Les Echos,France,https://www.lesechos.fr,https://www.google.com/search?q=site:https://www.lesechos.fr+Israel,
Liberation News,USA,https://www.liberationnews.org,https://www.google.com/search?q=site:https://www.liberationnews.org+Israel,
Liberation,France,https://www.liberation.fr,https://www.google.com/search?q=site:https://www.liberation.fr+Israel,
Libération,France,https://www.liberation.fr,https://www.google.com/search?q=site:https://www.liberation.fr+Israel,
Libya Observer,Libya,https://www.libyaobserver.ly,https://www.google.com/search?q=site:https://www.libyaobserver.ly+Israel,
Lidové noviny,Czech Republic,https://www.lidovky.cz,https://www.google.com/search?q=site:https://www.lidovky.cz+Israel,
Los Angeles Times,USA,https://www.latimes.com,https://www.google.com/search?q=site:https://www.latimes.com+Israel,
Macau Daily Times,Macau,https://macaudailytimes.com.mo,https://www.google.com/search?q=site:https://macaudailytimes.com.mo+Israel,
Macau News,Macau,https://www.macauhub.com.mo,https://www.google.com/search?q=site:https://www.macauhub.com.mo+Israel,
Mail & Guardian,South Africa,https://www.mg.co.za,https://www.google.com/search?q=site:https://www.mg.co.za+Israel,
Mail & Guardian,South Africa,https://mg.co.za,https://www.google.com/search?q=site:https://mg.co.za+Israel,
Mail Today,India,https://www.mailtoday.in,https://www.google.com/search?q=site:https://www.mailtoday.in+Israel,
Malawi Voice,Malawi,https://www.malawivoice.com,https://www.google.com/search?q=site:https://www.malawivoice.com+Israel,
Malawi24,Malawi,https://www.malawi24.com,https://www.google.com/search?q=site:https://www.malawi24.com+Israel,
Malay Mail,Malaysia,https://www.malaymail.com,https://www.google.com/search?q=site:https://www.malaymail.com+Israel,
Malta Today,Malta,https://www.maltatoday.com.mt,https://www.google.com/search?q=site:https://www.maltatoday.com.mt+Israel,
Manila Bulletin,Philippines,https://www.mb.com.ph,https://www.google.com/search?q=site:https://www.mb.com.ph+Israel,
Manila Standard,Philippines,https://www.manilastandard.net,https://www.google.com/search?q=site:https://www.manilastandard.net+Israel,
MarketWatch,USA,https://www.marketwatch.com,https://www.google.com/search?q=site:https://www.marketwatch.com+Israel,
Maroc Hebdo,Morocco,https://maroc-hebdo.press.ma,https://www.google.com/search?q=site:https://maroc-hebdo.press.ma+Israel,
Mercopress,Uruguay,https://en.mercopress.com,https://www.google.com/search?q=site:https://en.mercopress.com+Israel,
Metro News,Canada,https://www.metronews.ca,https://www.google.com/search?q=site:https://www.metronews.ca+Israel,
Miami Herald,USA,https://www.miamiherald.com,https://www.google.com/search?q=site:https://www.miamiherald.com+Israel,
Miami Times,USA,https://www.miamitimesonline.com,https://www.google.com/search?q=site:https://www.miamitimesonline.com+Israel,
Middle East Eye,UK,https://www.middleeasteye.net,https://www.google.com/search?q=site:https://www.middleeasteye.net+Israel,
Middle East Monitor,UK,https://www.middleeastmonitor.com,https://www.google.com/search?q=site:https://www.middleeastmonitor.com+Israel,
Midlands News,Zimbabwe,https://www.midlandsnews.co.zw,https://www.google.com/search?q=site:https://www.midlandsnews.co.zw+Israel,
Milliyet,Turkey,https://www.milliyet.com.tr,https://www.google.com/search?q=site:https://www.milliyet.com.tr+Israel,
Mint Press News,USA,https://www.mintpressnews.com,https://www.google.com/search?q=site:https://www.mintpressnews.com+Israel,
Mint,India,https://www.livemint.com,https://www.google.com/search?q=site:https://www.livemint.com+Israel,
Mirror,Nigeria,https://www.mirrorng.com,https://www.google.com/search?q=site:https://www.mirrorng.com+Israel,
Mizzima News,Myanmar,https://www.mizzima.com,https://www.google.com/search?q=site:https://www.mizzima.com+Israel,
Mizzima,Myanmar,https://www.mizzima.com,https://www.google.com/search?q=site:https://www.mizzima.com+Israel,
Mmegi,Botswana,https://www.mmegi.bw,https://www.google.com/search?q=site:https://www.mmegi.bw+Israel,
Modern Ghana,Ghana,https://www.modernghana.com,https://www.google.com/search?q=site:https://www.modernghana.com+Israel,
Monitor,Uganda,https://www.monitor.co.ug,https://www.google.com/search?q=site:https://www.monitor.co.ug+Israel,
Morocco World News,Morocco,https://www.moroccoworldnews.com,https://www.google.com/search?q=site:https://www.moroccoworldnews.com+Israel,
Moscow Times,Russia,https://www.themoscowtimes.com,https://www.google.com/search?q=site:https://www.themoscowtimes.com+Israel,
Myanmar Now,Myanmar,https://www.myanmar-now.org,https://www.google.com/search?q=site:https://www.myanmar-now.org+Israel,
Myanmar Times,Myanmar,https://www.mmtimes.com,https://www.google.com/search?q=site:https://www.mmtimes.com+Israel,
Myjoyonline,Ghana,https://www.myjoyonline.com,https://www.google.com/search?q=site:https://www.myjoyonline.com+Israel,
Naija News,Nigeria,https://www.naijanews.com,https://www.google.com/search?q=site:https://www.naijanews.com+Israel,
Nairobi Star,Kenya,https://www.the-star.co.ke,https://www.google.com/search?q=site:https://www.the-star.co.ke+Israel,
Nasdaq,USA,https://www.nasdaq.com,https://www.google.com/search?q=site:https://www.nasdaq.com+Israel,
Nation News,Barbados,https://www.nationnews.com,https://www.google.com/search?q=site:https://www.nationnews.com+Israel,
National Post,Canada,https://www.nationalpost.com,https://www.google.com/search?q=site:https://www.nationalpost.com+Israel,
National Public Radio (NPR),USA,https://www.npr.org,https://www.google.com/search?q=site:https://www.npr.org+Israel,
National,Scotland,https://www.thenational.scot,https://www.google.com/search?q=site:https://www.thenational.scot+Israel,
Navbharat Times,India,https://navbharattimes.indiatimes.com,https://www.google.com/search?q=site:https://navbharattimes.indiatimes.com+Israel,
NBC News,USA,https://www.nbcnews.com,https://www.google.com/search?q=site:https://www.nbcnews.com+Israel,
NDTV,India,https://www.ndtv.com,https://www.google.com/search?q=site:https://www.ndtv.com+Israel,
Neue Zürcher Zeitung (NZZ),Switzerland,https://www.nzz.ch,https://www.google.com/search?q=site:https://www.nzz.ch+Israel,
New Era,Namibia,https://www.newera.com.na,https://www.google.com/search?q=site:https://www.newera.com.na+Israel,
New Frame,South Africa,https://www.newframe.com,https://www.google.com/search?q=site:https://www.newframe.com+Israel,
New Straits Times,Malaysia,https://www.nst.com.my,https://www.google.com/search?q=site:https://www.nst.com.my+Israel,
New York Post,USA,https://nypost.com,https://www.google.com/search?q=site:https://nypost.com+Israel,
New York Times,USA,https://www.nytimes.com,https://www.google.com/search?q=site:https://www.nytimes.com+Israel,
New Zealand Herald,New Zealand,https://www.nzherald.co.nz,https://www.google.com/search?q=site:https://www.nzherald.co.nz+Israel,
New Zimbabwe,Zimbabwe,https://www.newzimbabwe.com,https://www.google.com/search?q=site:https://www.newzimbabwe.com+Israel,
News 18,India,https://www.news18.com,https://www.google.com/search?q=site:https://www.news18.com+Israel,
News 24,South Africa,https://www.news24.com,https://www.google.com/search?q=site:https://www.news24.com+Israel,
News Ghana,Ghana,https://newsghana.com.gh,https://www.google.com/search?q=site:https://newsghana.com.gh+Israel,
News Tribune,USA,https://www.newstribune.com,https://www.google.com/search?q=site:https://www.newstribune.com+Israel,
News.com.au,Australia,https://www.news.com.au,https://www.google.com/search?q=site:https://www.news.com.au+Israel,
News24,South Africa,https://www.news24.com,https://www.google.com/search?q=site:https://www.news24.com+Israel,
Newsday,USA,https://www.newsday.com,https://www.google.com/search?q=site:https://www.newsday.com+Israel,
NewsDay,Zimbabwe,https://www.newsday.co.zw,https://www.google.com/search?q=site:https://www.newsday.co.zw+Israel,
Newshub,New Zealand,https://www.newshub.co.nz,https://www.google.com/search?q=site:https://www.newshub.co.nz+Israel,
NewspaperDirect,Canada,https://www.newspaperdirect.com,https://www.google.com/search?q=site:https://www.newspaperdirect.com+Israel,
Newsroom,New Zealand,https://www.newsroom.co.nz,https://www.google.com/search?q=site:https://www.newsroom.co.nz+Israel,
NHK News,Japan,https://www3.nhk.or.jp/nhkworld/en,https://www.google.com/search?q=site:https://www3.nhk.or.jp/nhkworld/en+Israel,
Nigerian Tribune,Nigeria,https://tribuneonlineng.com,https://www.google.com/search?q=site:https://tribuneonlineng.com+Israel,
Nikkei Asia,Japan,https://asia.nikkei.com,https://www.google.com/search?q=site:https://asia.nikkei.com+Israel,
Nine News,Australia,https://www.9news.com.au,https://www.google.com/search?q=site:https://www.9news.com.au+Israel,
Norman Transcript,USA,https://www.normantranscript.com,https://www.google.com/search?q=site:https://www.normantranscript.com+Israel,
North Korea Times,North Korea,https://www.northkoreatimes.com,https://www.google.com/search?q=site:https://www.northkoreatimes.com+Israel,
North Queensland Register,Australia,https://www.northqueenslandregister.com.au,https://www.google.com/search?q=site:https://www.northqueenslandregister.com.au+Israel,
North West Star,Australia,https://www.northweststar.com.au,https://www.google.com/search?q=site:https://www.northweststar.com.au+Israel,
Noticias Caracol,Colombia,https://noticias.caracoltv.com,https://www.google.com/search?q=site:https://noticias.caracoltv.com+Israel,
Nova Makedonija,North Macedonia,https://novamakedonija.com.mk,https://www.google.com/search?q=site:https://novamakedonija.com.mk+Israel,
Novaya Gazeta,Russia,https://novayagazeta.ru,https://www.google.com/search?q=site:https://novayagazeta.ru+Israel,
NRC Handelsblad,Netherlands,https://www.nrc.nl,https://www.google.com/search?q=site:https://www.nrc.nl+Israel,
NRC,Netherlands,https://www.nrc.nl,https://www.google.com/search?q=site:https://www.nrc.nl+Israel,
NRK,Norway,https://www.nrk.no,https://www.google.com/search?q=site:https://www.nrk.no+Israel,
NZ Herald,New Zealand,https://www.nzherald.co.nz,https://www.google.com/search?q=site:https://www.nzherald.co.nz+Israel,
O Estado de S. Paulo,Brazil,https://www.estadao.com.br,https://www.google.com/search?q=site:https://www.estadao.com.br+Israel,
O Globo,Brazil,https://oglobo.globo.com,https://www.google.com/search?q=site:https://oglobo.globo.com+Israel,
Observer,Uganda,https://www.observer.ug,https://www.google.com/search?q=site:https://www.observer.ug+Israel,
Observer,Uganda,https://observer.ug,https://www.google.com/search?q=site:https://observer.ug+Israel,
Origo,Hungary,https://www.origo.hu,https://www.google.com/search?q=site:https://www.origo.hu+Israel,
Orinoco Tribune,Venezuela,https://orinocotribune.com,https://www.google.com/search?q=site:https://orinocotribune.com+Israel,
Pakistan Today,Pakistan,https://www.pakistantoday.com.pk,https://www.google.com/search?q=site:https://www.pakistantoday.com.pk+Israel,
Pattaya Mail,Thailand,https://www.pattayamail.com,https://www.google.com/search?q=site:https://www.pattayamail.com+Israel,
People's Daily,China,https://en.people.cn,https://www.google.com/search?q=site:https://en.people.cn+Israel,
Periódico,Spain,https://www.elperiodico.com,https://www.google.com/search?q=site:https://www.elperiodico.com+Israel,
Philippine Daily Inquirer,Philippines,https://www.inquirer.net,https://www.google.com/search?q=site:https://www.inquirer.net+Israel,
Philippine Star,Philippines,https://www.philstar.com,https://www.google.com/search?q=site:https://www.philstar.com+Israel,
Politico,USA,https://www.politico.com,https://www.google.com/search?q=site:https://www.politico.com+Israel,
Politiken,Denmark,https://politiken.dk,https://www.google.com/search?q=site:https://politiken.dk+Israel,
Pravda,Slovakia,https://www.pravda.sk,https://www.google.com/search?q=site:https://www.pravda.sk+Israel,
Prensa Libre,Guatemala,https://www.prensalibre.com,https://www.google.com/search?q=site:https://www.prensalibre.com+Israel,
,,,,
Pulse Nigeria,Nigeria,https://www.pulse.ng,https://www.google.com/search?q=site:https://www.pulse.ng+Israel,
Radio Free Asia,USA,https://www.rfa.org,https://www.google.com/search?q=site:https://www.rfa.org+Israel,
Radio New Zealand,New Zealand,https://www.rnz.co.nz,https://www.google.com/search?q=site:https://www.rnz.co.nz+Israel,
Rappler,Philippines,https://www.rappler.com,https://www.google.com/search?q=site:https://www.rappler.com+Israel,
RBC,Russia,https://www.rbc.ru,https://www.google.com/search?q=site:https://www.rbc.ru+Israel,
Record,Mexico,https://www.record.com.mx,https://www.google.com/search?q=site:https://www.record.com.mx+Israel,
Rediff,India,https://www.rediff.com,https://www.google.com/search?q=site:https://www.rediff.com+Israel,
Reuters,UK,https://www.reuters.com,https://www.google.com/search?q=site:https://www.reuters.com+Israel,
RFE/RL,USA,https://www.rferl.org,https://www.google.com/search?q=site:https://www.rferl.org+Israel,
RFI (Radio France Internationale),France,https://www.rfi.fr/en,https://www.google.com/search?q=site:https://www.rfi.fr/en+Israel,
Ritzau,Denmark,https://ritzau.dk,https://www.google.com/search?q=site:https://ritzau.dk+Israel,
RPP Noticias,Peru,https://rpp.pe,https://www.google.com/search?q=site:https://rpp.pe+Israel,
RT (Russia Today),Russia,https://www.rt.com,https://www.google.com/search?q=site:https://www.rt.com+Israel,
RT,Russia,https://www.rt.com,https://www.google.com/search?q=site:https://www.rt.com+Israel,
SABC News,South Africa,https://www.sabcnews.com,https://www.google.com/search?q=site:https://www.sabcnews.com+Israel,
Salt Lake Tribune,USA,https://www.sltrib.com,https://www.google.com/search?q=site:https://www.sltrib.com+Israel,
Saudi Gazette,Saudi Arabia,https://www.saudigazette.com.sa,https://www.google.com/search?q=site:https://www.saudigazette.com.sa+Israel,
Scoop,New Zealand,https://www.scoop.co.nz,https://www.google.com/search?q=site:https://www.scoop.co.nz+Israel,
Scotsman,UK,https://www.scotsman.com,https://www.google.com/search?q=site:https://www.scotsman.com+Israel,
Shabelle Media Network,Somalia,https://shabellenews.com,https://www.google.com/search?q=site:https://shabellenews.com+Israel,
Sheffield Telegraph,UK,https://www.sheffieldtelegraph.co.uk,https://www.google.com/search?q=site:https://www.sheffieldtelegraph.co.uk+Israel,
Shropshire Star,UK,https://www.shropshirestar.com,https://www.google.com/search?q=site:https://www.shropshirestar.com+Israel,
Sina News,China,https://english.sina.com,https://www.google.com/search?q=site:https://english.sina.com+Israel,
Sky News,UK,https://news.sky.com,https://www.google.com/search?q=site:https://news.sky.com+Israel,
South China Morning Post,Hong Kong,https://www.scmp.com,https://www.google.com/search?q=site:https://www.scmp.com+Israel,
Sowetan,South Africa,https://www.sowetanlive.co.za,https://www.google.com/search?q=site:https://www.sowetanlive.co.za+Israel,
Standard,Kenya,https://www.standardmedia.co.ke,https://www.google.com/search?q=site:https://www.standardmedia.co.ke+Israel,
Stratfor,USA,https://www.stratfor.com,https://www.google.com/search?q=site:https://www.stratfor.com+Israel,
Stuff,New Zealand,https://www.stuff.co.nz,https://www.google.com/search?q=site:https://www.stuff.co.nz+Israel,
Stuttgarter Zeitung,Germany,https://www.stuttgarter-zeitung.de,https://www.google.com/search?q=site:https://www.stuttgarter-zeitung.de+Israel,
Sudan Tribune,Sudan,https://www.sudantribune.com,https://www.google.com/search?q=site:https://www.sudantribune.com+Israel,
Süddeutsche Zeitung,Germany,https://www.sueddeutsche.de,https://www.google.com/search?q=site:https://www.sueddeutsche.de+Israel,
Sunday Standard,Botswana,https://www.sundaystandard.info,https://www.google.com/search?q=site:https://www.sundaystandard.info+Israel,
Swissinfo,Switzerland,https://www.swissinfo.ch,https://www.google.com/search?q=site:https://www.swissinfo.ch+Israel,
Sydney Morning Herald,Australia,https://www.smh.com.au,https://www.google.com/search?q=site:https://www.smh.com.au+Israel,
Taipei Times,Taiwan,https://www.taipeitimes.com,https://www.google.com/search?q=site:https://www.taipeitimes.com+Israel,
Tass,Russia,https://tass.com,https://www.google.com/search?q=site:https://tass.com+Israel,
Tehran Times,Iran,https://www.tehrantimes.com,https://www.google.com/search?q=site:https://www.tehrantimes.com+Israel,
The Asahi Shimbun,Japan,https://www.asahi.com,https://www.google.com/search?q=site:https://www.asahi.com+Israel,
The Australian,Australia,https://www.theaustralian.com.au,https://www.google.com/search?q=site:https://www.theaustralian.com.au+Israel,
The Baltic Times,Latvia,https://www.baltictimes.com,https://www.google.com/search?q=site:https://www.baltictimes.com+Israel,
The Business Times,Singapore,https://www.businesstimes.com.sg,https://www.google.com/search?q=site:https://www.businesstimes.com.sg+Israel,
The Cambodia Daily,Cambodia,https://www.cambodiadaily.com,https://www.google.com/search?q=site:https://www.cambodiadaily.com+Israel,
The Caribbean Camera,Caribbean,https://www.thecaribbeancamera.com,https://www.google.com/search?q=site:https://www.thecaribbeancamera.com+Israel,
The Citizen,South Africa,https://www.citizen.co.za,https://www.google.com/search?q=site:https://www.citizen.co.za+Israel,
The Citizen,Tanzania,https://www.thecitizen.co.tz,https://www.google.com/search?q=site:https://www.thecitizen.co.tz+Israel,
The Daily Telegraph,UK,https://www.telegraph.co.uk,https://www.google.com/search?q=site:https://www.telegraph.co.uk+Israel,
The Economic Times,India,https://www.economictimes.indiatimes.com,https://www.google.com/search?q=site:https://www.economictimes.indiatimes.com+Israel,
The Express Tribune,Pakistan,https://tribune.com.pk,https://www.google.com/search?q=site:https://tribune.com.pk+Israel,
The Guardian,UK,https://www.theguardian.com,https://www.google.com/search?q=site:https://www.theguardian.com+Israel,
The Herald,Zimbabwe,https://www.herald.co.zw,https://www.google.com/search?q=site:https://www.herald.co.zw+Israel,
The Hindu,India,https://www.thehindu.com,https://www.google.com/search?q=site:https://www.thehindu.com+Israel,
The Independent,UK,https://www.independent.co.uk,https://www.google.com/search?q=site:https://www.independent.co.uk+Israel,
The Irish Times,Ireland,https://www.irishtimes.com,https://www.google.com/search?q=site:https://www.irishtimes.com+Israel,
The Jakarta Post,Indonesia,https://www.thejakartapost.com,https://www.google.com/search?q=site:https://www.thejakartapost.com+Israel,
The Jerusalem Post,Israel,https://www.jpost.com,https://www.google.com/search?q=site:https://www.jpost.com+Israel,
The Korea Herald,South Korea,https://www.koreaherald.com,https://www.google.com/search?q=site:https://www.koreaherald.com+Israel,
The Manila Times,Philippines,https://www.manilatimes.net,https://www.google.com/search?q=site:https://www.manilatimes.net+Israel,
The Moscow Times,Russia,https://www.themoscowtimes.com,https://www.google.com/search?q=site:https://www.themoscowtimes.com+Israel,
The Nation,Kenya,https://www.nation.co.ke,https://www.google.com/search?q=site:https://www.nation.co.ke+Israel,
The National,UAE,https://www.thenationalnews.com,https://www.google.com/search?q=site:https://www.thenationalnews.com+Israel,
The New Indian Express,India,https://www.newindianexpress.com,https://www.google.com/search?q=site:https://www.newindianexpress.com+Israel,
The New York Times,USA,https://www.nytimes.com,https://www.google.com/search?q=site:https://www.nytimes.com+Israel,
The Standard,Kenya,https://www.standardmedia.co.ke,https://www.google.com/search?q=site:https://www.standardmedia.co.ke+Israel,
The Straits Times,Singapore,https://www.straitstimes.com,https://www.google.com/search?q=site:https://www.straitstimes.com+Israel,
The Sydney Morning Herald,Australia,https://www.smh.com.au,https://www.google.com/search?q=site:https://www.smh.com.au+Israel,
The Times of India,India,https://timesofindia.indiatimes.com,https://www.google.com/search?q=site:https://timesofindia.indiatimes.com+Israel,
The Times of Israel,Israel,https://www.timesofisrael.com,https://www.google.com/search?q=site:https://www.timesofisrael.com+Israel,
The Times,UK,https://www.thetimes.co.uk,https://www.google.com/search?q=site:https://www.thetimes.co.uk+Israel,
The Tribune,India,https://www.tribuneindia.com,https://www.google.com/search?q=site:https://www.tribuneindia.com+Israel,
The Wall Street Journal,USA,https://www.wsj.com,https://www.google.com/search?q=site:https://www.wsj.com+Israel,
The Washington Post,USA,https://www.washingtonpost.com,https://www.google.com/search?q=site:https://www.washingtonpost.com+Israel,
Times of India,India,https://www.timesofindia.indiatimes.com,https://www.google.com/search?q=site:https://www.timesofindia.indiatimes.com+Israel,
TimesLIVE,South Africa,https://www.timeslive.co.za,https://www.google.com/search?q=site:https://www.timeslive.co.za+Israel,
Toronto Star,Canada,https://www.thestar.com,https://www.google.com/search?q=site:https://www.thestar.com+Israel,
Trouw,Netherlands,https://www.trouw.nl,https://www.google.com/search?q=site:https://www.trouw.nl+Israel,
TRT World,Turkey,https://www.trtworld.com,https://www.google.com/search?q=site:https://www.trtworld.com+Israel,
USA Today,USA,https://www.usatoday.com,https://www.google.com/search?q=site:https://www.usatoday.com+Israel,
Vanguard,Nigeria,https://www.vanguardngr.com,https://www.google.com/search?q=site:https://www.vanguardngr.com+Israel,
Vietnam News,Vietnam,https://vietnamnews.vn,https://www.google.com/search?q=site:https://vietnamnews.vn+Israel,
Volkskrant,Netherlands,https://www.volkskrant.nl,https://www.google.com/search?q=site:https://www.volkskrant.nl+Israel,
Washington Post,USA,https://www.washingtonpost.com,https://www.google.com/search?q=site:https://www.washingtonpost.com+Israel,
Xinhua News Agency,China,https://www.xinhuanet.com,https://www.google.com/search?q=site:https://www.xinhuanet.com+Israel,
Xinhua News,China,https://www.xinhuanet.com,https://www.google.com/search?q=site:https://www.xinhuanet.com+Israel,
Ynet,Israel,https://www.ynetnews.com,https://www.google.com/search?q=site:https://www.ynetnews.com+Israel,
Ynetnews,Israel,https://www.ynetnews.com,https://www.google.com/search?q=site:https://www.ynetnews.com+Israel,
Zee News,India,https://zeenews.india.com,https://www.google.com/search?q=site:https://zeenews.india.com+Israel,
